"","Name","Host","genome","Label","Domain","Phylum","Class","Order","Family","Genus","Habitat","Substrate","Parentmaterial","Location","Continent","Host_Phylum","Host_Class","Host_Order","Host_Family","Host_Genus","Host_Species","X.3.Hydroxypropionate_bi.cycle","Acetyl.CoA_pathway","Citrate_cycle_","Dicarboxylate.hydroxybutyrate_cycle","Entner.Doudoroff_pathway","Glycolysis","Glyoxylate_cycle","Hydroxypropionate.hydroxybutylate_cycle","Methanogenesis","Pentose_phosphate_pathway","Reductive_acetyl.CoA_pathway","Reductive_citrate_cycle","Reductive_pentose_phosphate_cycle","NAD.P.H","NADH_dehydrogenase","NADH_quinone_oxidoreductase","Fumarate_reductase","Succinate_dehydrogenase","Succinate_dehydrogenase._prokaryotes","Cytochrome_bc1_complex","Cytochrome_bc1_complex_respiratory_unit","Cytochrome_bd_ubiquinol_oxidase","Cytochrome_bd_ubiquinol_oxidase_cbb3.type","Cytochrome_c_oxidase","Cytochrome_aa3.600_menaquinol_oxidase","Cytochrome_c_oxidase.1","Cytochrome_c_oxidase._prokaryotes","Cytochrome_o_ubiquinol_oxidase","F.type_ATPase_eukaryotes","F.type_ATPase_prokaryotes_chloroplasts","V.type_ATPase__eukaryotes","V.A.type_ATPase_prokaryotes","Alpha.galactans","Alpha.mannan","Amorphous_Cellulose","Arabinan","Arabinose_cleavage","Beta.galactan_.pectic_galactan.","Beta.mannan","Chitin","Crystalline_Cellulose","Fucose_Cleavage","Mixed.Linkage_glucans","Mucin","Pectin","Polyphenolics","Rhamnose_cleavage","Starch","Sulf.Polysachharides","Xylans","Xyloglucan","Methanogenesis_Key_functional_gene","acetate_too_methane_pt_1","acetate__to__methane_pt_2","acetate__to__methane_pt_3","dimethylamine__to__monomethylamine","methane__to__methanol._with_oxygen","methane__to__methanol._with_oxygen.1","methanol__to__methane","monomethylamine__to__ammonia","putative_but_not_defining_CO2__to__methane","trimethylamine__to__dimethylamine","Bacterial_ammonia_oxidation_aerobic_specific","Nitrogen_metabolism._Bacterial_ammonia_oxidation_anaerobic_specific","Bacterial.Archaeal_ammonia_oxidation","Dissimilatory_nitrite_reduction_to_ammonia","Nitrogen_fixation_alternative","ammonia__to__nitrite","nitrate__to__nitrite","nitric_oxide__to__nitrous_oxide","nitrite__to__nitrate","nitrite__to__nitric_oxide","nitrogen__to__ammonia","nitrous_oxide__to__nitrogen","TMAO_reductase","arsenate_reduction_pt_1","arsenate_reduction_pt_2","mercury_reduction","selenate.Chlorate_reduction","Photosystem_I","Photosystem_II","Alcohol_production","Butyrate_pt_1","Butyrate_pt_2","Propionate_pt_1","Propionate_pt_2","acetate_pt_1","acetate_pt_2","acetate_pt_3","lactate_D","lactate_L","pyruvate__to__acetyl_CoA_v1","pyruvate__to__acetyl_CoA_v2","pyruvate__to__acetylCoA_f_and__formate_v3","thiosulfate__to__sulfate","sulfate__to__sulfide","tetrathionate__to__thiosulfate","thiosulfate__to__sulfite"
"76","CyCa","Cyanomargarita_calcarea","Bin.001.fastaCyanomargarita_calcarea_assembly","CyCa_Bin.001","d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","g__SXVE01","desert_wet_wall","subaerial","","Utah,
USA","North_America","Cyanobacteria","unclassified","Nostocales","Cyanomargaritaceae","Cyanomargarita","Cyanomargarita_calcarea",0,0,0.875,0.384615385,0.75,0.777777778,0.6,0,0,1,0.285714286,0.7,0.909090909,1,0,0.083333333,0,0,0.5,0,0,0.666666667,0.666666667,0,0,0.133333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"77","CyCa","Cyanomargarita_calcarea","Bin.005.fastaCyanomargarita_calcarea_assembly","CyCa_Bin.005","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Microvirga","desert_wet_wall","subaerial","","Utah,
USA","North_America","Cyanobacteria","unclassified","Nostocales","Cyanomargaritaceae","Cyanomargarita","Cyanomargarita_calcarea",0.5,0,1,0.461538462,0.25,0.777777778,0.8,0.071428571,0,0.714285714,0.428571429,0.7,0.636363636,0,0.142857143,1,0.25,0,1,0.3,1,0.666666667,0.666666667,0,0,0.2,1,0,0.066666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"78","CyRa","Cyanosarcina_radialis","Bin.006.fastaCyanosarcina_radialis_assembly","CyRa_Bin.006","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Devosiaceae","g__Devosia","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0.5,0,0.875,0.384615385,1,0.666666667,0.8,0.142857143,0,0.857142857,0.285714286,0.7,0.636363636,0,0.071428571,0.928571429,0,0,1,0,0,0,0,0,0,0.2,1,0,0.066666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"79","CyRa","Cyanosarcina_radialis","Bin.001.fastaCyanosarcina_radialis_assembly","CyRa_Bin.001","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Aminobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,0.875,0.384615385,1,0.666666667,0.8,0.142857143,0,0.857142857,0.285714286,0.6,0.636363636,0,0.142857143,0.928571429,0,0,1,0.3,1,0.666666667,0.666666667,0,0,0.2,1,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","CyRa","Cyanosarcina_radialis","Bin.007.fastaCyanosarcina_radialis_assembly","CyRa_Bin.007","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,0.875,0.230769231,0.75,0.777777778,0.6,0.142857143,0,0.857142857,0.285714286,0.6,0.818181818,0,0.142857143,0.785714286,0,0,0.75,0.3,1,0.666666667,0.666666667,0,0,0.2,0.666666667,0,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","CyRa","Cyanosarcina_radialis","Bin.003.fastaCyanosarcina_radialis_assembly","CyRa_Bin.003","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Flavisolibacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,0.875,0.461538462,0.75,0.888888889,0.4,0.214285714,0.125,1,0.285714286,0.7,0.727272727,0,0,0.769230769,0,0,0.75,0,0,0.666666667,0.666666667,1,0,0.133333333,0.666666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"82","CyRa","Cyanosarcina_radialis","Bin.011.fastaCyanosarcina_radialis_assembly","CyRa_Bin.011","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Devosiaceae","g__Devosia","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,1,0.307692308,0.75,0.777777778,0.6,0.071428571,0.375,1,0.285714286,0.8,0.454545455,0,0,0.857142857,0,0,0.5,0,0,0,0,0,0,0.133333333,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
"83","CyRa","Cyanosarcina_radialis","Bin.005.fastaCyanosarcina_radialis_assembly","CyRa_Bin.005","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Elainellales","f__Elainellaceae","g__JAAUTN01","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,0.75,0.307692308,0.75,0.777777778,0.4,0.071428571,0,1,0.285714286,0.5,0.909090909,1,0,0.083333333,0,0,0.5,0,0,0,0,0,0,0.133333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"84","CyRa","Cyanosarcina_radialis","Bin.008.fastaCyanosarcina_radialis_assembly","CyRa_Bin.008","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Achromobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,1,0.461538462,1,0.888888889,0.6,0.071428571,0,0.857142857,0.285714286,0.6,0.727272727,0,0,1,0,0,1,0.3,1,0.666666667,0.666666667,1,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
"85","CyRa","Cyanosarcina_radialis","Bin.009.fastaCyanosarcina_radialis_assembly","CyRa_Bin.009","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Flavisolibacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,1,0.538461538,1,0.777777778,1,0.071428571,0,1,0.285714286,0.6,0.727272727,0,0,1,0,0,1,0.3,1,1,1,1,0,0.2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"86","CyRa","Cyanosarcina_radialis","Bin.004.fastaCyanosarcina_radialis_assembly","CyRa_Bin.004","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Pararhizobium","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0.5,0,1,0.461538462,0.75,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.8,0.818181818,0,0.142857143,1,0,0,1,0.3,1,0.666666667,0.666666667,1,0,0.2,1,0,0.066666667,0.625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"87","CyRa","Cyanosarcina_radialis","Bin.010.fastaCyanosarcina_radialis_assembly","CyRa_Bin.010","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandaracinobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Gomontiellales","unclassified","unclassified","Cyanosarcina_radialis",0,0,1,0.461538462,1,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.8,0.818181818,0,0.142857143,1,0,0,1,0.3,1,0,0,0,0,0.2,1,0,0.066666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"88","DeGe","Desmonostoc_geniculatum","Bin.002.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.002","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Erythrobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0.75,0,1,0.384615385,0.5,0.666666667,0.6,0.214285714,0.125,0.857142857,0.571428571,0.8,0.818181818,0,0.142857143,0.857142857,0.25,0,1,0.3,1,0,0,1,0,0.2,1,0,0.066666667,0.875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"89","DeGe","Desmonostoc_geniculatum","Bin.006.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.006","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Tabrizicola","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0.5,0,0.875,0.384615385,1,0.888888889,0.6,0.142857143,0,1,0.142857143,0.7,0.727272727,0,0,1,0,0,0.75,0,1,0.666666667,0.666666667,0,0,0.133333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"90","DeGe","Desmonostoc_geniculatum","Bin.005.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.005","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Hymenobacteraceae","g__Hymenobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0,0,0.875,0.384615385,0.75,0.777777778,0.6,0,0,1,0.285714286,0.7,0.909090909,1,0,0.083333333,0,0,0.5,0,0,0.666666667,0.666666667,0,0,0.133333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"91","DeGe","Desmonostoc_geniculatum","Bin.004.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.004","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Kaistiaceae","g__Kaistia","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0,0,1,0.384615385,0.75,0.888888889,0.6,0.071428571,0,1,0.142857143,0.8,0.727272727,0,0,0.714285714,0,0,0.75,0,1,0.666666667,0.666666667,0,0.25,0.133333333,1,0.75,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"92","DeGe","Desmonostoc_geniculatum","Bin.008.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.008","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Roseomonas","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0.5,0,1,0.461538462,1,0.888888889,0.8,0.142857143,0,0.857142857,0.285714286,0.8,0.818181818,0,0.071428571,0.928571429,0,0,1,0.3,1,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"93","DeGe","Desmonostoc_geniculatum","Bin.003.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.003","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandaracinobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0,0,1,0.461538462,1,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.8,0.818181818,0,0.142857143,1,0,0,1,0.3,1,0,0,0,0,0.2,1,0,0.066666667,0.625,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"94","DeGe","Desmonostoc_geniculatum","Bin.001.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.001","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__Sphingosinicella","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0.5,0,1,0.384615385,1,0.888888889,0.6,0.142857143,0,1,0.428571429,0.7,0.818181818,0,0.142857143,0.928571429,0,0,1,0.3,1,0,0,1,0,0.2,1,0,0.066666667,0.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"95","DeGe","Desmonostoc_geniculatum","Bin.007.fastaDesmonostoc_geniculatum_assembly","DeGe_Bin.007","d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","g__SXVE01","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_geniculatum",0.25,0,0.75,0.384615385,0.5,0.777777778,0.4,0.142857143,0.125,1,0.142857143,0.6,0.727272727,0,0,0.928571429,0,0,0.75,0,0.666666667,0.666666667,0.666666667,0,0,0.133333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"96","DeVi","Desmonostoc_vinosum","Bin.003.fastaDesmonostoc_vinosum_assembly","DeVi_Bin.003","d__Bacteria","p__Planctomycetota","c__Phycisphaerae","o__Phycisphaerales","f__SM1A02","g__JACMLW01","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_vinosum",0,0,0.875,0.384615385,0.75,0.777777778,0.6,0,0,1,0.285714286,0.7,0.909090909,1,0,0.083333333,0,0,0.5,0,0,0,0,0,0,0.133333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"97","DeVi","Desmonostoc_vinosum","Bin.005.fastaDesmonostoc_vinosum_assembly","DeVi_Bin.005","d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_vinosum",0.25,0,1,0.461538462,0.75,0.888888889,0.8,0.142857143,0.125,0.857142857,0.428571429,0.8,1,0,0.142857143,1,0,0,1,0.2,0.666666667,0.666666667,0.666666667,1,0,0.2,1,0,0.066666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
"98","DeVi","Desmonostoc_vinosum","Bin.001.fastaDesmonostoc_vinosum_assembly","DeVi_Bin.001","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Elainellales","f__Elainellaceae","g__Drouetiella","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_vinosum",0,0,1,0.384615385,1,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.7,0.818181818,0,0.142857143,0.928571429,0,0,1,0.3,1,1,1,0,0,0.2,1,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","DeVi","Desmonostoc_vinosum","Bin.004.fastaDesmonostoc_vinosum_assembly","DeVi_Bin.004","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_vinosum",0.25,0,1,0.461538462,1,0.777777778,0.8,0.142857143,0,1,0.285714286,0.7,0.818181818,0.090909091,0.142857143,1,0,0,1,0.3,1,0.666666667,0.666666667,1,0,0.2,1,0,0.066666667,0.875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"100","DeVi","Desmonostoc_vinosum","Bin.006.fastaDesmonostoc_vinosum_assembly","DeVi_Bin.006","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Phreatobacteraceae","g__Phreatobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_vinosum",0.25,0,0.875,0.307692308,0.75,0.555555556,0.6,0.142857143,0.375,0.857142857,0.285714286,0.6,0.636363636,0,0.142857143,0.928571429,0,0,0,0.222222222,1,0.666666667,0.666666667,0,0,0.2,1,0,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"101","DeVi","Desmonostoc_vinosum","Bin.002.fastaDesmonostoc_vinosum_assembly","DeVi_Bin.002","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Paraflavitalea","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","unclassified","Nostocales","Nostocaceae","Desmonostoc","Desmonostoc_vinosum",0,0,1,0.538461538,0.75,0.888888889,0.8,0.071428571,0,0.857142857,0.428571429,0.8,0.727272727,0,0,1,0,0,1,0.3,1,0.666666667,0.666666667,1,0,0.2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
"102","DrHe","Drouetiella_hepatica","Bin.002.fastaDrouetiella_hepatica_assembly","DrHe_Bin.002","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Pararhizobium","rock_surface","subaerial","","Kosice,
Slovakia","Europe","Cyanobacteria","unclassified","Oculatellales","Oculatellaceae.","Drouetiella","Drouetiella_hepatica",0,0,1,0.384615385,1,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.7,0.818181818,0,0.142857143,0.928571429,0,0,0.75,0.3,1,0.666666667,0.666666667,0,0,0.2,1,0,0,0.875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","DrHe","Drouetiella_hepatica","Bin.003.fastaDrouetiella_hepatica_assembly","DrHe_Bin.003","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","rock_surface","subaerial","","Kosice,
Slovakia","Europe","Cyanobacteria","unclassified","Oculatellales","Oculatellaceae.","Drouetiella","Drouetiella_hepatica",0,0,0.875,0.307692308,0.75,0.777777778,0.6,0,0,1,0.285714286,0.6,0.818181818,0.909090909,0,0.083333333,0,0,0.5,0,0,0,0,0,0,0.133333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
