sample_name,culture_ID,cluster,size,longest_contig,n50,contigs,completeness,purity,av_cov,av_gc,kingdom,phylum,class,order,family,genus,species,taxid,Habitat,Location ,Continent,Substrate,Lat,Long,Altitude,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
sa104,Chroococcus_sp._CMT-3BRIN-NPC107,DBSCAN_round4_2,6790033,178169,41879,212,63.30935252,93.61702128,6.068017048,64.83579682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Geminicoccus,Geminicoccus roseus,404900,Desert_soil,CA_USA,NorthAmerica,soil,35.5039,-115.6922,1084,Cyanobacteria,unclassified,Chroococcidiopsidales,Aliterellaceae,Aliterella,"""Chroococcus"" sp.",16.6,144,39,7974,365,-2,367,84,200,272,68,162,25,3,43,54,18,45,52
sa105,Cyanomargarita_calcarea_GSE-NOS-MK-12-04C,unclustered,197393,102678,102678,3,2.158273381,100,1107.222784,40.95282001,Bacteria,Cyanobacteria,unclassified,Nostocales,Calotrichaceae,Calothrix,Calothrix sp. PCC 7103,32057,Desert_wet_wall,UT_USA,NorthAmerica,subareial,37.48,-112.09,1873,Cyanobacteria,unclassified,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,8.9,170,43,7764,303,-92,395,185,123,192,-8,294,40,11,27,97,46,80,76
sa106,Cyanomargarita_calcarea_GSE-NOS-MK-12-04C,DBSCAN_round1_0,2716553,1176931,809229,4,99.28057554,99.28057554,56.69192318,66.40367407,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. GRTSA-9,2800818,Desert_wet_wall,UT_USA,NorthAmerica,subareial,37.48,-112.09,1873,Cyanobacteria,unclassified,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,8.9,170,43,7764,303,-92,395,185,123,192,-8,294,40,11,27,97,46,80,76
sa107,Cyanomargarita_calcarea_GSE-NOS-MK-12-04C,DBSCAN_round1_1,3005553,1647460,1647460,5,100,95.20547945,373.7544355,65.08366347,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter sp. AAP60,1523423,Desert_wet_wall,UT_USA,NorthAmerica,subareial,37.48,-112.09,1873,Cyanobacteria,unclassified,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,8.9,170,43,7764,303,-92,395,185,123,192,-8,294,40,11,27,97,46,80,76
sa108,Cyanomargarita_calcarea_GSE-NOS-MK-12-04C,DBSCAN_round1_4,3937665,837899,749174,16,94.96402878,100,30.84666141,70.32761802,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,unclassified,125216,Desert_wet_wall,UT_USA,NorthAmerica,subareial,37.48,-112.09,1873,Cyanobacteria,unclassified,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,8.9,170,43,7764,303,-92,395,185,123,192,-8,294,40,11,27,97,46,80,76
sa109,Cyanomargarita_calcarea_GSE-NOS-MK-12-04C,DBSCAN_round1_2,4245960,1121757,423282,17,99.28057554,97.87234043,23.13353517,67.29507579,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,unclassified,85413,Desert_wet_wall,UT_USA,NorthAmerica,subareial,37.48,-112.09,1873,Cyanobacteria,unclassified,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,8.9,170,43,7764,303,-92,395,185,123,192,-8,294,40,11,27,97,46,80,76
sa110,Cyanomargarita_calcarea_GSE-NOS-MK-12-04C,DBSCAN_round1_3,4723772,873577,318185,30,99.28057554,99.28057554,115.6910473,61.46287331,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. TH135,2067451,Desert_wet_wall,UT_USA,NorthAmerica,subareial,37.48,-112.09,1873,Cyanobacteria,unclassified,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,8.9,170,43,7764,303,-92,395,185,123,192,-8,294,40,11,27,97,46,80,76
sa111,Cyanomargarita_calcarea_GSE-NOS-MK-12-04C,DBSCAN_round1_5,7921124,344560,149396,82,98.56115108,99.27536232,841.7548493,41.45053152,Bacteria,Cyanobacteria,unclassified,Nostocales,Calotrichaceae,Calothrix,unclassified,1186,Desert_wet_wall,UT_USA,NorthAmerica,subareial,37.48,-112.09,1873,Cyanobacteria,unclassified,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,8.9,170,43,7764,303,-92,395,185,123,192,-8,294,40,11,27,97,46,80,76
sa112,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round2_0,2631083,2631083,2631083,1,100,100,120.3767034,66.77869911,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. 34-65-8,1970335,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa113,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round2_15,227063,110176,42435,4,20.14388489,100,14.68144964,62.72047846,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aliihoeflea,Aliihoeflea sp. 2WW,1381123,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa114,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round56_0,2838983,1492614,1492614,5,96.4028777,100,1563.759798,68.98639407,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas bacteroides,74311,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa115,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_4,3086674,1088675,693962,7,100,97.88732394,31.7770636,58.53663199,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified,1434046,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa116,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round52_0,2675455,687473,538044,8,98.56115108,99.27536232,66.4911972,69.62258756,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas fluminis,2487274,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa117,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_2,5482381,1908971,1161130,9,98.56115108,99.27536232,311.9248013,42.53737564,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavihumibacter,Flavihumibacter sp. CACIAM 22H1,1812911,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa118,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round2_1,3867507,2585794,2585794,21,100,93.91891892,249.2970014,64.95031554,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. Z10-6,2484145,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa119,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round2_4,3908338,406967,171312,31,76.97841727,99.07407407,12.561814,67.23804338,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oceanibaculum,unclassified,659693,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa120,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_5,5096521,578330,172545,42,77.69784173,97.2972973,62.31939906,66.57078427,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. AOB-7,2482750,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa121,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_6,3622350,552647,139778,43,76.25899281,98.14814815,32.18652256,67.27928003,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,unclassified,83618,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa122,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_9,3557103,277603,109208,44,64.74820144,100,16.32796576,64.22594454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aliihoeflea,Aliihoeflea sp. 2WW,1381123,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa123,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round4_2,2228526,129530,64234,49,23.74100719,97.05882353,12.54598376,67.06845691,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified,unclassified,41295,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa124,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_8,6498097,405911,146151,65,98.56115108,97.85714286,152.3331375,46.4804542,Bacteria,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Merismopedia,Merismopedia glauca,292586,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa125,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round3_14,1421482,33227,15711,87,20.86330935,100,8.467140632,65.02038014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,unclassified,106591,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa126,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_10,6533332,311747,63585,139,87.76978417,97.6,18.69810749,68.25048842,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus,Limnoglobus roseus,2598579,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa127,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round3_4,4645120,182471,39508,142,53.23741007,93.67088608,12.86864624,63.133848,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens,106592,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa128,Cyanosarcina_radialis_HA8281-LM2,DBSCAN_round1_11,2709949,46119,18259,154,45.32374101,98.4375,8.544716155,65.99286555,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. OAS728,2663823,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa129,Cyanosarcina_radialis_HA8281-LM2,unclustered,6230379,409874,46541,205,38.84892086,81.81818182,31.96399079,60.69415681,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia geojensis,443610,Cave_rock_wall,HI_USA,PacificIslands,subareial,21.8883,-159.4188,11,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,Cyanosarcina radialis,23.6,82,65,1484,298,172,126,224,251,253,216,1291,158,65,29,461,224,233,366
sa130,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round39_0,2118967,1945317,1945317,5,81.29496403,91.12903226,153.3945927,59.13013275,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus lacus,392610,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa131,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round1_3,2598148,1190199,1117287,5,100,100,28.97704634,66.48585839,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania sediminis,1532023,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa132,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round17_0,4057711,1755490,1574526,6,98.56115108,99.27536232,44.92742115,73.25105213,Bacteria,Actinobacteria,Actinomycetia,unclassified,unclassified,unclassified,Actinobacteria bacterium,1883427,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa133,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round54_0,794613,290389,254436,6,25.17985612,100,70.61468287,59.06585973,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus sp. GY_G,2292257,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa134,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round16_0,4388861,1394088,546720,12,99.28057554,97.18309859,83.84839575,71.89712775,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. S5,2017486,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa135,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round2_2,1916753,383122,135246,18,48.20143885,94.36619718,42.6655015,59.86316442,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified,1434046,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa136,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round1_2,5960064,1217453,652032,21,98.56115108,99.27536232,217.2761534,63.50069395,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp. CS1BSMeth3,1892844,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa137,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round1_4,4566525,720673,342671,22,97.84172662,97.84172662,1188.142275,63.9072818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Tabrizicola piscis,2494374,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa138,Desmonostoc_geniculatum_HA4340-LM1,unclustered,1624057,280554,91140,32,27.3381295,74.50980392,31.41548234,59.00248575,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified,1434046,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa139,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round1_6,7408869,544939,206872,56,99.28057554,95.17241379,132.4191622,54.22919477,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified,44249,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa140,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round1_5,4187779,596440,136727,63,97.12230216,100,11.43666058,67.70037292,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,unclassified,85413,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa141,Desmonostoc_geniculatum_HA4340-LM1,DBSCAN_round1_7,7360734,215294,56241,173,97.12230216,91.83673469,117.6033565,41.63079389,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc calcicola,212354,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2199,-159.566,21,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc geniculatum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa142,Desmonostoc_vinosum_HA7617-LM4,DBSCAN_round3_0,3252724,2837616,2837616,8,99.28057554,100,1560.799177,68.07066938,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas bacteroides,74311,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc vinosum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa143,Desmonostoc_vinosum_HA7617-LM4,DBSCAN_round3_1,4581330,893776,701935,12,97.12230216,97.82608696,68.61135718,63.4689708,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium hungaricum,1566387,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc vinosum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa144,Desmonostoc_vinosum_HA7617-LM4,DBSCAN_round2_1,4916243,1090959,750459,13,99.28057554,98.57142857,601.6184336,72.39070567,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,Rubrivivax,Rubrivivax sp. A210,2772301,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc vinosum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa145,Desmonostoc_vinosum_HA7617-LM4,DBSCAN_round3_3,5560992,316289,131712,58,92.8057554,97.72727273,13.11091259,63.62201204,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified,374,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc vinosum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa146,Desmonostoc_vinosum_HA7617-LM4,DBSCAN_round1_1,7214837,428393,135980,94,99.28057554,97.18309859,145.9311546,41.50663418,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,unclassified,1177,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc vinosum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa147,Desmonostoc_vinosum_HA7617-LM4,unclustered,3686197,490481,64825,123,24.46043165,85,43.76744705,63.32274157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,unclassified,407,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc vinosum,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa148,Drouetiella_hepatica_UHER_2000_2452,DBSCAN_round3_84,17967,17967,17967,1,20.14388489,100,7.193966717,64.61846719,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea sp. 124,2135642,Rock_surface,Kosice_Slovakia,Europe,subareial,48.9513,20.3835,701,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae.,Drouetiella,Drouetiella hepatica,5.2,94,31,7123,202,-94,296,125,-32,140,-43,779,114,36,41,306,111,306,114
sa149,Drouetiella_hepatica_UHER_2000_2452,DBSCAN_round1_2,2717767,1011852,682148,7,99.28057554,100,829.6157651,65.80335989,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified,Alphaproteobacteria bacterium,1913988,Rock_surface,Kosice_Slovakia,Europe,subareial,48.9513,20.3835,701,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae.,Drouetiella,Drouetiella hepatica,5.2,94,31,7123,202,-94,296,125,-32,140,-43,779,114,36,41,306,111,306,114
sa150,Drouetiella_hepatica_UHER_2000_2452,DBSCAN_round2_1,4909200,1061437,353079,16,100,93.91891892,196.9265365,64.9102094,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified,165697,Rock_surface,Kosice_Slovakia,Europe,subareial,48.9513,20.3835,701,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae.,Drouetiella,Drouetiella hepatica,5.2,94,31,7123,202,-94,296,125,-32,140,-43,779,114,36,41,306,111,306,114
sa151,Drouetiella_hepatica_UHER_2000_2452,DBSCAN_round1_3,5257077,747031,351837,26,99.28057554,99.28057554,13.97218492,71.07261317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudoxanthobacter,Pseudoxanthobacter soli,433840,Rock_surface,Kosice_Slovakia,Europe,subareial,48.9513,20.3835,701,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae.,Drouetiella,Drouetiella hepatica,5.2,94,31,7123,202,-94,296,125,-32,140,-43,779,114,36,41,306,111,306,114
sa152,Drouetiella_hepatica_UHER_2000_2452,DBSCAN_round2_2,3372563,433656,96846,46,98.56115108,99.27536232,14.78799062,64.13362775,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified,165697,Rock_surface,Kosice_Slovakia,Europe,subareial,48.9513,20.3835,701,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae.,Drouetiella,Drouetiella hepatica,5.2,94,31,7123,202,-94,296,125,-32,140,-43,779,114,36,41,306,111,306,114
sa153,Drouetiella_hepatica_UHER_2000_2452,DBSCAN_round3_0,5224643,984117,522551,77,90.64748201,100,156.1523683,66.90801649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,unclassified,31988,Rock_surface,Kosice_Slovakia,Europe,subareial,48.9513,20.3835,701,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae.,Drouetiella,Drouetiella hepatica,5.2,94,31,7123,202,-94,296,125,-32,140,-43,779,114,36,41,306,111,306,114
sa154,Drouetiella_hepatica_UHER_2000_2452,DBSCAN_round1_4,6416890,486465,135542,87,98.56115108,97.16312057,800.8291816,50.14570921,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium tenue,126344,Rock_surface,Kosice_Slovakia,Europe,subareial,48.9513,20.3835,701,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae.,Drouetiella,Drouetiella hepatica,5.2,94,31,7123,202,-94,296,125,-32,140,-43,779,114,36,41,306,111,306,114
