,Name,Host,genome,Label,Domain,Phylum,Class,Order,Family,Genus,Species,Present,Habitat3,Habitat2,Habitat,Substrate,Parentmaterial,Location,Continent,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Annual_Mean_Temperature,Annual_Precipitation,Altitude
117,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.001.fastaGloeocapsa_sp_assembly,GlSp_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
118,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.006.fastaGloeocapsa_sp_assembly,GlSp_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Afifellaceae,g__A52C2,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
119,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.010.fastaGloeocapsa_sp_assembly,GlSp_Bin.010,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Allosphingosinicella,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
120,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.011.fastaGloeocapsa_sp_assembly,GlSp_Bin.011,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__172606-1,g__CADCTQ01,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
121,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.008.fastaGloeocapsa_sp_assembly,GlSp_Bin.008,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Longimicrobiales,f__Longimicrobiaceae,g__Longimicrobium,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
122,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.009.fastaGloeocapsa_sp_assembly,GlSp_Bin.009,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
123,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.004.fastaGloeocapsa_sp_assembly,GlSp_Bin.004,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
124,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.002.fastaGloeocapsa_sp_assembly,GlSp_Bin.002,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Noviherbaspirillum,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
125,Gloeocapsa sp.,Gloeocapsa_sp.,Bin.003.fastaGloeocapsa_sp_assembly,GlSp_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,1,desert,desert_soil,desert soil,soil,,"Utah,
USA",North America,Cyanobacteria,unclassified,Chroococcidiopsidales,unclassified,Gloeocapsa,Gloeocapsa sp.,8.5,379,1687
126,Goleter apundmare,Goleter_apundmare,Bin.003.fastaGoleter_apundmare_assembly,GlAp_Bin.003,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Fortiea,s__,1,tropical,rock_wall,cave rock wall,subaerial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Goleter,Goleter apudmare,23.1,3045,21
127,Goleter apundmare,Goleter_apundmare,Bin.001.fastaGoleter_apundmare_assembly,GlAp_Bin.001,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Methylibium,s__,1,tropical,rock_wall,cave rock wall,subaerial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Goleter,Goleter apudmare,23.1,3045,21
128,Goleter apundmare,Goleter_apundmare,Bin.002.fastaGoleter_apundmare_assembly,GlAp_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,1,tropical,rock_wall,cave rock wall,subaerial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Goleter,Goleter apudmare,23.1,3045,21
129,Goleter apundmare,Goleter_apundmare,Bin.004.fastaGoleter_apundmare_assembly,GlAp_Bin.004,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,1,tropical,rock_wall,cave rock wall,subaerial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Goleter,Goleter apudmare,23.1,3045,21
130,Goleter apundmare,Goleter_apundmare,Bin.005.fastaGoleter_apundmare_assembly,GlAp_Bin.005,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas olei,1,tropical,rock_wall,cave rock wall,subaerial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Goleter,Goleter apudmare,23.1,3045,21
131,Hassallia sp.,Hassallia_sp.,Bin.002.fastaHassallia_sp_assembly,HaSp_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Belnapia,s__Belnapia sp902805545,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,"""Hassallia""",unclassified,21,120,623
132,Hassallia sp.,Hassallia_sp.,Bin.001.fastaHassallia_sp_assembly,HaSp_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Hassallia,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,"""Hassallia""",unclassified,21,120,623
133,Hassallia sp.,Hassallia_sp.,Bin.003.fastaHassallia_sp_assembly,HaSp_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Skermanella,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,"""Hassallia""",unclassified,21,120,623
134,Hormoscilla sp.,Hormoscilla_sp.,Bin.001.fastaHormoscilla_sp_assembly,HoSp_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chamaesiphonaceae,g__Crinalium,s__,1,desert,desert_soil,desert soil,soil,dolomite,"California,
USA",North America,Cyanobacteria,unclassified,Gomontiellales,Gomontiellaceae,Hormoscilla,unclassified,16.6,162,1084
135,Hormoscilla sp.,Hormoscilla_sp.,Bin.004.fastaHormoscilla_sp_assembly,HoSp_Bin.004,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,desert_soil,desert soil,soil,dolomite,"California,
USA",North America,Cyanobacteria,unclassified,Gomontiellales,Gomontiellaceae,Hormoscilla,unclassified,16.6,162,1084
136,Hormoscilla sp.,Hormoscilla_sp.,Bin.003.fastaHormoscilla_sp_assembly,HoSp_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__,1,desert,desert_soil,desert soil,soil,dolomite,"California,
USA",North America,Cyanobacteria,unclassified,Gomontiellales,Gomontiellaceae,Hormoscilla,unclassified,16.6,162,1084
137,Hormoscilla sp.,Hormoscilla_sp.,Bin.005.fastaHormoscilla_sp_assembly,HoSp_Bin.005,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ramlibacter,s__,1,desert,desert_soil,desert soil,soil,dolomite,"California,
USA",North America,Cyanobacteria,unclassified,Gomontiellales,Gomontiellaceae,Hormoscilla,unclassified,16.6,162,1084
138,Hormoscilla sp.,Hormoscilla_sp.,Bin.002.fastaHormoscilla_sp_assembly,HoSp_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,1,desert,desert_soil,desert soil,soil,dolomite,"California,
USA",North America,Cyanobacteria,unclassified,Gomontiellales,Gomontiellaceae,Hormoscilla,unclassified,16.6,162,1084
139,Iphinoe sp.,Iphinoe_sp.,Bin.005.fastaIphinoe_sp_assembly,IpSp_Bin.005,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
140,Iphinoe sp.,Iphinoe_sp.,Bin.011.fastaIphinoe_sp_assembly,IpSp_Bin.011,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Thermomicrobiales,f__,g__,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
141,Iphinoe sp.,Iphinoe_sp.,Bin.004.fastaIphinoe_sp_assembly,IpSp_Bin.004,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Allosphingosinicella,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
142,Iphinoe sp.,Iphinoe_sp.,Bin.012.fastaIphinoe_sp_assembly,IpSp_Bin.012,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Kaistiaceae,g__Bauldia,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
143,Iphinoe sp.,Iphinoe_sp.,Bin.001.fastaIphinoe_sp_assembly,IpSp_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Brasilonema,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
144,Iphinoe sp.,Iphinoe_sp.,Bin.006.fastaIphinoe_sp_assembly,IpSp_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
145,Iphinoe sp.,Iphinoe_sp.,Bin.002.fastaIphinoe_sp_assembly,IpSp_Bin.002,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Paraflavitalea,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
146,Iphinoe sp.,Iphinoe_sp.,Bin.009.fastaIphinoe_sp_assembly,IpSp_Bin.009,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Pseudonocardia,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
147,Iphinoe sp.,Iphinoe_sp.,Bin.003.fastaIphinoe_sp_assembly,IpSp_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__,1,tropical,tropical_soil,tropical soil,soil,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Iphinoe,unclassified,22.8,2504,136
148,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.003.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.003,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Elainellales,f__Elainellaceae,g__,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
149,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.005.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.005,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
150,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.002.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
151,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.004.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.004,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
152,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.006.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
153,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.008.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.008,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium maritypicum,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
154,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.007.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.007,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
155,Kaiparowitsia implicata,Kaiparowitsia_implicata,Bin.001.fastaKaiparowitsia_implicata_assembly,KaIm_Bin.001,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Kaiparowitsia,Kaiparowitsia implicata,8.3,270,1880
156,Kastovskya adunca,Kastovskya_adunca,Bin.001.fastaKastovskya_adunca_assembly,KaAd_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Coleofasciculaceae,g__,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
157,Kastovskya adunca,Kastovskya_adunca,Bin.004.fastaKastovskya_adunca_assembly,KaAd_Bin.004,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Acidovorax,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
158,Kastovskya adunca,Kastovskya_adunca,Bin.006.fastaKastovskya_adunca_assembly,KaAd_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aurantimonas,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
159,Kastovskya adunca,Kastovskya_adunca,Bin.002.fastaKastovskya_adunca_assembly,KaAd_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
160,Kastovskya adunca,Kastovskya_adunca,Bin.003.fastaKastovskya_adunca_assembly,KaAd_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas nasdae,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
161,Kastovskya adunca,Kastovskya_adunca,Bin.010.fastaKastovskya_adunca_assembly,KaAd_Bin.010,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Cesiribacter,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
162,Kastovskya adunca,Kastovskya_adunca,Bin.016.fastaKastovskya_adunca_assembly,KaAd_Bin.016,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Corticibacterium,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
163,Kastovskya adunca,Kastovskya_adunca,Bin.005.fastaKastovskya_adunca_assembly,KaAd_Bin.005,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
164,Kastovskya adunca,Kastovskya_adunca,Bin.013.fastaKastovskya_adunca_assembly,KaAd_Bin.013,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Pseudorhizobium,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
165,Kastovskya adunca,Kastovskya_adunca,Bin.009.fastaKastovskya_adunca_assembly,KaAd_Bin.009,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
166,Kastovskya adunca,Kastovskya_adunca,Bin.014.fastaKastovskya_adunca_assembly,KaAd_Bin.014,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium yanoikuyae,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
167,Kastovskya adunca,Kastovskya_adunca,Bin.007.fastaKastovskya_adunca_assembly,KaAd_Bin.007,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp012035195,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
168,Kastovskya adunca,Kastovskya_adunca,Bin.008.fastaKastovskya_adunca_assembly,KaAd_Bin.008,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas hankookensis,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
169,Kastovskya adunca,Kastovskya_adunca,Bin.011.fastaKastovskya_adunca_assembly,KaAd_Bin.011,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,1,desert,desert_soil,desert soil,soil,,"Atacama,
Chile",South America,Cyanobacteria,unclassified,Coleofasciculales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,18.7,17,340
170,Komarekiella atlantica,Komarekiella_atlantica,Bin.013.fastaKomarekiella_atlantica_assembly,KaAt_Bin.013,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amorphaceae,g__Acuticoccus,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
171,Komarekiella atlantica,Komarekiella_atlantica,Bin.007.fastaKomarekiella_atlantica_assembly,KaAt_Bin.007,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
172,Komarekiella atlantica,Komarekiella_atlantica,Bin.001.fastaKomarekiella_atlantica_assembly,KaAt_Bin.001,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
173,Komarekiella atlantica,Komarekiella_atlantica,Bin.006.fastaKomarekiella_atlantica_assembly,KaAt_Bin.006,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__172606-1,g__CADCTQ01,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
174,Komarekiella atlantica,Komarekiella_atlantica,Bin.011.fastaKomarekiella_atlantica_assembly,KaAt_Bin.011,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas,s__Comamonas tsuruhatensis,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
175,Komarekiella atlantica,Komarekiella_atlantica,Bin.008.fastaKomarekiella_atlantica_assembly,KaAt_Bin.008,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
176,Komarekiella atlantica,Komarekiella_atlantica,Bin.014.fastaKomarekiella_atlantica_assembly,KaAt_Bin.014,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
177,Komarekiella atlantica,Komarekiella_atlantica,Bin.015.fastaKomarekiella_atlantica_assembly,KaAt_Bin.015,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Fimbriiglobus,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
178,Komarekiella atlantica,Komarekiella_atlantica,Bin.005.fastaKomarekiella_atlantica_assembly,KaAt_Bin.005,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__,1,tropical,vernal_pool,tropical vernal pool,hydroterrestrial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,23.1,1446,117
